,customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
50,4943,48,Female,Lucknow,46314.04,26455.13,254354.74,0.72,2,83.31,21,0,0.0,387916,353483.12,43,stable
51,8555,64,Female,Bangalore,47717.82,10288.11,167986.93,0.17,5,56.0,3,2,14143.08,232423,1016785.35,24,stable
52,4073,32,Male,Chennai,25791.09,13930.18,434326.15,0.78,3,57.36,3,2,16005.58,194441,560420.04,3,stable
53,2021,26,Male,Delhi,65960.06,26592.75,334272.86,0.48,2,56.67,8,1,10736.03,74527,692853.3,41,stable
54,4843,27,Female,Hyderabad,54627.18,31732.26,419951.09,0.38,2,84.92,1,1,25162.09,138664,1092964.72,9,stable
55,8989,28,Female,Hyderabad,50848.41,15523.51,168152.73,0.38,3,57.19,8,0,22044.41,377197,438117.73,36,stable
56,7873,23,Female,Mumbai,27706.82,14612.04,351318.62,0.63,0,60.99,25,1,12466.33,364934,561007.67,8,stable
57,6675,41,Female,Delhi,41297.95,14025.57,269929.02,0.5,1,55.91,11,0,4906.98,400307,536820.01,12,stable
58,1161,28,Male,Lucknow,27667.35,5374.91,371803.64,0.51,2,60.39,16,1,9304.34,137239,727133.28,43,stable
59,5297,48,Male,Pune,84505.5,30300.37,157071.28,0.46,0,66.08,7,1,28463.16,169802,339646.6,4,stable
60,1995,50,Male,Kolkata,30986.53,14233.2,272271.82,0.5,1,76.89,7,2,13884.85,55301,549188.49,11,stable
61,8629,52,Male,Bangalore,68370.09,21488.58,272003.91,0.22,2,39.98,5,0,28279.98,139288,1243906.04,25,stable
62,2016,31,Male,Bangalore,75369.31,20786.21,340747.59,0.69,2,51.8,0,1,1958.38,364934,496774.43,37,stable
63,8869,40,Male,Lucknow,22881.27,6331.39,258127.66,0.2,2,100.0,7,0,9876.7,138664,1319025.56,9,stable
64,7439,36,Female,Ahmedabad,54015.17,29555.95,417705.42,0.43,1,71.49,0,1,16122.9,196961,960915.79,30,stable
65,8892,45,Female,Bangalore,40827.63,8399.5,190690.19,0.36,6,84.64,8,1,0.0,408039,536117.19,13,stable
66,7863,65,Female,Jaipur,50212.99,21678.59,114863.58,0.41,4,61.71,16,3,9668.58,387916,281721.45,37,stable
67,8916,29,Male,Mumbai,37340.22,6600.23,133673.2,0.72,1,58.84,28,1,9031.1,306121,184784.81,59,stable
68,9529,59,Female,Lucknow,93057.89,29649.15,408852.99,0.43,0,57.47,9,0,11093.58,376045,958465.41,6,stable
69,1878,60,Male,Bhopal,20000.0,11335.52,186413.31,0.07,2,99.19,8,4,18121.67,473435,1500000.0,36,stable
70,5887,60,Male,Mumbai,54800.88,32308.13,274650.85,0.34,1,67.82,30,0,10997.26,139288,814388.83,23,stable
71,5859,23,Male,Hyderabad,70814.97,8132.59,190608.13,0.04,2,80.82,6,2,17894.1,364934,1500000.0,19,stable
72,7331,36,Male,Delhi,95500.86,46077.64,350376.49,0.89,2,78.51,19,1,19599.73,233696,395008.99,58,stable
73,9571,32,Male,Hyderabad,46138.04,25068.6,318381.41,0.42,0,74.52,18,0,17172.67,307288,764880.5,13,stable
74,9684,35,Female,Ahmedabad,80621.51,26830.42,236894.79,0.89,1,71.77,11,1,964.1,55301,266691.73,13,stable
75,8208,24,Male,Jaipur,66608.72,22070.5,338415.27,0.65,1,51.01,36,1,12251.66,74527,520043.73,26,stable
76,6276,43,Female,Lucknow,97959.86,22940.16,258886.03,0.37,2,50.61,3,1,14039.6,376045,703392.08,13,stable
77,3062,47,Male,Chennai,57637.07,26037.02,317298.31,0.54,2,72.39,2,1,12412.58,138664,588682.74,27,stable
78,1064,59,Female,Mumbai,74086.49,18349.73,388011.6,0.38,3,48.39,6,1,2635.26,280003,1018372.62,35,stable
79,9006,63,Female,Hyderabad,74516.26,42268.13,152631.88,0.13,1,55.61,11,0,15101.63,306121,1150610.79,29,stable
80,3568,57,Female,Bhopal,67125.93,14858.31,394065.43,0.65,3,64.07,4,1,20520.2,138664,604242.92,25,stable
81,6463,33,Female,Kolkata,38895.25,14100.92,354498.99,0.63,3,78.51,9,1,9827.15,290856,566032.81,23,stable
82,3027,63,Female,Ahmedabad,38675.1,20945.83,264796.64,0.17,7,90.72,25,1,10883.25,368478,1500000.0,49,stable
83,3695,57,Male,Hyderabad,48381.72,10149.4,325566.51,0.53,2,92.96,0,0,0.0,74527,617078.66,39,stable
84,6258,60,Female,Ahmedabad,68175.14,21498.09,386578.94,0.47,2,67.26,6,0,22527.42,377197,817172.16,1,stable
85,6618,41,Male,Kolkata,51952.71,25963.65,390509.59,0.43,2,51.07,2,0,5431.25,257963,909671.19,35,stable
86,7736,49,Female,Kolkata,34144.06,17385.91,256774.98,0.08,2,81.56,2,0,19772.78,221694,1500000.0,34,stable
87,1391,49,Male,Delhi,64956.69,7167.76,346178.14,0.03,1,47.61,3,1,15172.07,472413,1500000.0,16,stable
88,6892,31,Male,Hyderabad,56509.62,29525.29,307407.83,0.73,2,64.92,20,1,8950.67,473435,421302.39,19,stable
89,4561,48,Male,Kolkata,29703.68,5749.53,462713.68,0.53,5,70.1,0,0,9027.46,364934,871502.77,56,stable
90,7184,30,Female,Mumbai,54633.92,27165.76,173839.5,0.66,2,60.13,0,0,28712.35,179758,264987.04,53,stable
91,4099,25,Male,Bhopal,50894.04,30334.08,259818.3,0.29,3,46.31,7,1,22002.64,274846,895849.38,30,stable
92,7278,45,Female,Lucknow,72406.51,31497.47,320181.91,0.46,0,73.89,0,2,4298.52,62628,690942.8,0,stable
93,9392,53,Male,Bangalore,25592.52,10171.7,376091.81,0.52,0,74.54,1,1,14328.07,307288,720364.17,2,stable
94,4104,37,Female,Bangalore,61601.28,9355.89,276422.42,0.6,2,72.92,14,2,22215.47,91364,459604.25,28,stable
95,8215,53,Male,Jaipur,64087.23,18560.44,367823.5,0.43,0,82.55,6,3,13585.57,167968,849297.13,49,stable
96,3454,45,Female,Bangalore,35542.99,15865.88,191028.32,0.4,3,55.56,20,2,17152.68,306121,472441.99,36,stable
97,9996,53,Male,Bangalore,80821.89,24530.59,178595.63,0.35,1,46.85,2,1,16133.27,179758,517346.84,40,stable
98,3731,29,Male,Ahmedabad,67130.21,14108.11,116027.86,0.51,1,56.08,1,1,25018.87,0,226287.56,23,stable
99,9154,47,Male,Lucknow,47431.37,5351.53,171276.77,0.23,2,56.82,27,0,6240.63,232423,739805.46,22,stable
100,6056,45,Female,Bhopal,53156.28,12511.68,248609.76,0.7,4,85.0,0,2,7822.11,290856,352762.93,34,stable
101,9110,24,Male,Ahmedabad,50271.43,24682.75,281079.74,0.22,3,83.83,12,3,20762.58,200083,1271226.76,4,stable
102,4840,29,Male,Pune,58048.58,8196.95,400537.07,0.4,2,49.09,36,1,12685.6,306121,996467.16,5,stable
103,2028,35,Male,Hyderabad,86496.69,35908.13,318287.16,0.25,1,44.16,2,2,26670.16,85184,1256315.42,36,stable
104,8385,36,Male,Delhi,27323.25,12036.27,281983.94,0.45,1,85.54,7,0,14681.03,323058,622152.52,17,stable
105,1502,36,Female,Jaipur,53815.06,7744.33,210505.26,0.98,2,100.0,3,0,18578.36,274760,215261.63,40,stable
106,7910,33,Female,Jaipur,39857.18,13982.76,222770.02,0.36,1,52.35,6,1,0.0,191403,613480.74,30,stable
107,7938,34,Female,Jaipur,66616.7,34778.64,525210.89,0.09,1,67.27,9,1,0.0,323058,1500000.0,14,stable
108,5488,42,Male,Bangalore,63197.39,14620.63,159008.67,0.97,1,68.86,4,4,14942.51,95926,163730.31,48,stable
109,1206,41,Female,Lucknow,88504.18,15126.31,319356.28,0.79,3,58.39,15,1,13757.31,364934,402314.53,30,stable
110,6134,29,Male,Bangalore,59604.42,10980.83,284166.2,0.44,2,56.89,4,1,8216.25,157472,652960.7,54,stable
111,6977,61,Male,Bangalore,84357.19,22858.32,337715.1,0.48,3,64.51,4,2,13681.82,169802,701432.56,58,stable
112,8721,24,Male,Lucknow,72068.05,8841.26,261467.04,0.32,1,67.52,11,2,12172.22,370877,822655.84,7,stable
113,8035,30,Female,Delhi,57610.82,6682.13,115023.13,0.44,4,79.0,12,1,4261.2,65120,260445.8,13,stable
114,2484,55,Male,Kolkata,68169.71,35519.84,18185.07,0.56,3,54.71,0,2,32613.22,200083,32294.55,36,stable
115,8858,29,Female,Bangalore,39621.61,22795.37,226499.25,0.91,0,85.73,11,1,11338.91,306121,247992.05,40,stable
116,1863,36,Male,Ahmedabad,75372.15,11875.25,294023.77,0.21,2,57.05,6,3,13862.03,306121,1408947.43,9,stable
117,3790,38,Female,Delhi,54060.54,18887.38,352752.45,0.15,3,83.54,24,0,9452.16,95926,1500000.0,24,stable
118,8408,30,Female,Pune,50412.33,26805.83,305939.11,1.2,2,55.41,3,1,17669.55,377197,254949.25,30,stable
119,9755,41,Female,Hyderabad,51645.32,27701.05,171426.42,0.13,2,89.34,6,0,11797.14,408039,1347762.27,13,stable
120,6116,35,Male,Hyderabad,70525.59,12823.62,531394.52,0.45,1,59.88,2,0,13924.02,95926,1190187.44,54,stable
121,7019,35,Female,Pune,47921.2,10112.09,275984.61,0.43,5,63.96,14,1,28280.04,91364,640065.51,30,stable
122,2757,31,Female,Bangalore,40796.36,12332.04,421371.37,0.39,1,68.54,6,4,11190.95,259185,1089401.63,49,stable
123,8574,60,Male,Mumbai,46264.67,18521.6,304556.6,0.09,1,82.31,39,1,1943.68,408039,1500000.0,7,stable
124,7374,62,Female,Ahmedabad,27571.82,10782.37,295875.51,0.34,1,57.51,18,0,15128.09,348270,882437.07,30,stable
125,7892,61,Female,Mumbai,47955.15,27894.07,331629.53,0.11,3,58.65,30,0,1956.96,191403,1500000.0,13,stable
126,2678,57,Female,Hyderabad,40782.17,11565.37,382686.94,0.44,1,79.75,18,0,13284.32,65120,878262.78,8,stable
127,4242,40,Male,Delhi,69459.44,38434.0,395209.95,0.59,3,45.19,19,2,12307.38,449806,664721.94,6,stable
128,5636,54,Female,Pune,51351.42,7483.54,305640.73,0.14,3,88.4,5,0,8090.8,138664,1500000.0,43,stable
129,2059,42,Female,Lucknow,60771.63,21963.53,253081.16,0.23,3,81.82,4,3,18009.34,232423,1107800.0,53,stable
130,7668,38,Female,Pune,20000.0,10907.54,205935.69,0.38,0,65.37,10,1,17799.23,179758,542256.37,7,stable
131,4157,36,Male,Hyderabad,56666.78,6339.81,330720.03,0.4,1,52.43,0,2,31131.29,274846,833368.0,25,stable
132,6915,25,Female,Kolkata,55776.04,11908.12,277902.75,0.7,0,67.0,11,1,26408.01,62628,396637.77,4,stable
133,3693,21,Female,Ahmedabad,73736.06,23658.15,212033.59,0.57,4,53.63,6,0,14159.45,55301,374622.83,53,stable
134,4627,39,Male,Bangalore,78632.17,36731.69,234669.37,0.13,1,93.04,10,1,4001.36,280003,1500000.0,11,stable
135,6450,30,Female,Lucknow,21838.89,5090.54,180612.17,0.11,3,50.58,4,2,11022.32,380700,1500000.0,28,stable
136,2663,41,Female,Delhi,110923.76,42631.53,319102.1,0.19,1,61.23,0,0,10724.6,74527,1500000.0,23,stable
137,6592,33,Female,Delhi,56583.1,9704.44,232219.61,0.38,4,59.99,2,2,21210.15,364934,609984.63,36,stable
138,8392,44,Male,Lucknow,52288.79,21219.34,282504.41,0.32,0,95.93,8,1,20722.48,323058,891182.96,3,stable
139,2306,43,Female,Bangalore,36152.5,13180.88,330939.92,0.18,2,53.3,20,2,27656.26,389078,1500000.0,2,stable
140,7776,43,Male,Chennai,79663.52,46898.24,45602.99,0.35,1,72.41,10,0,14977.89,158601,130536.07,2,stable
141,6864,31,Female,Chennai,45448.73,5563.23,36891.21,0.25,6,77.68,2,0,0.0,169802,150417.03,4,stable
142,8526,22,Female,Delhi,92882.64,47355.11,275929.86,0.38,3,53.08,4,0,6007.56,323058,728882.42,53,stable
143,9901,26,Male,Bhopal,55250.15,19757.05,343406.22,0.28,1,57.58,5,1,0.0,139288,1216278.89,39,stable
144,6575,31,Female,Delhi,56431.85,28750.13,372718.05,0.29,1,85.77,13,2,21794.97,389078,1278674.09,23,stable
145,6530,35,Female,Kolkata,101206.22,10216.47,274565.99,0.38,1,83.35,48,1,21769.73,62628,728390.45,46,stable
146,5413,29,Male,Hyderabad,58546.37,26394.92,354247.8,0.38,0,100.0,1,1,3053.93,232423,928992.28,23,stable
147,4748,32,Male,Mumbai,41355.88,7021.48,315592.26,0.09,1,39.56,2,1,22132.42,307288,1500000.0,43,stable
148,1663,56,Male,Ahmedabad,58456.55,8136.96,319781.99,0.11,1,52.54,0,0,13972.79,449806,1500000.0,3,stable
149,2998,48,Female,Pune,71371.12,38180.25,361595.02,0.41,0,80.8,0,0,3947.0,169802,874707.07,51,stable
150,8994,43,Male,Kolkata,58419.44,29282.25,232440.76,0.76,2,84.48,7,1,17616.56,62628,307843.02,34,stable
151,2495,47,Female,Chennai,52463.43,9510.08,147956.23,0.65,0,82.22,21,0,7812.54,408039,228910.35,23,stable
152,4304,44,Male,Pune,93838.82,15734.24,198189.79,0.28,0,73.83,17,1,14561.54,62628,717577.86,13,stable
153,4763,34,Male,Mumbai,55456.53,26438.66,302001.99,0.33,3,56.37,15,0,8564.22,74527,906726.83,22,stable
154,6232,55,Male,Bhopal,68652.25,29225.18,261627.73,0.39,2,79.94,9,0,26436.82,65120,669655.7,41,stable
155,2853,47,Female,Bhopal,31184.85,6571.89,143635.7,0.8,1,76.9,4,2,22543.36,408039,178555.34,49,stable
156,7585,41,Female,Bhopal,68107.32,33871.34,246249.33,0.41,0,65.56,20,0,18614.13,191403,601873.44,11,stable
157,2291,33,Female,Lucknow,37178.18,18644.12,412606.6,0.56,2,67.1,19,0,9489.06,259185,733712.2,58,stable
158,4581,28,Male,Lucknow,82870.19,32291.57,345126.98,0.32,1,65.19,6,0,21753.17,290856,1093140.54,41,stable
159,8554,64,Female,Pune,61397.78,8920.21,262535.16,0.41,1,79.46,16,2,15133.52,257963,638865.18,11,stable
160,8280,64,Female,Delhi,24083.97,3176.81,274434.76,0.64,2,70.67,27,1,21006.34,138664,429237.08,2,stable
161,2636,64,Male,Chennai,53680.94,16351.94,329981.53,0.06,4,67.08,5,0,18883.02,232423,1500000.0,58,stable
162,4696,54,Female,Bhopal,110264.52,36076.66,182279.31,0.51,1,79.0,12,2,17211.34,179758,360778.07,12,stable
163,1698,62,Male,Jaipur,86218.62,17079.91,268158.85,0.06,2,91.41,13,1,32671.22,55301,1500000.0,1,stable
164,5737,43,Male,Kolkata,62955.24,17970.68,379353.09,0.2,2,74.09,21,1,21748.66,274760,1500000.0,27,stable
165,1854,29,Female,Hyderabad,42850.54,6409.38,351146.99,0.32,1,72.89,6,0,0.0,221694,1110415.0,45,stable
166,9164,21,Male,Ahmedabad,73780.38,28320.11,416415.35,0.1,1,63.27,13,3,14740.92,482884,1500000.0,30,stable
167,6855,56,Female,Mumbai,66960.05,28061.09,279459.07,0.47,0,58.83,3,4,13939.88,368478,596054.58,40,stable
168,8392,36,Male,Delhi,55543.01,13349.15,247158.07,0.45,1,65.35,13,2,28681.71,85184,549863.49,4,stable
169,7528,45,Female,Kolkata,30791.52,4473.19,200419.63,0.32,2,65.57,4,3,23055.33,65120,634097.89,15,stable
170,6249,38,Female,Lucknow,60862.79,25009.07,266697.01,0.56,2,100.0,0,1,19719.77,376045,478635.15,27,stable
171,6172,54,Female,Hyderabad,48475.88,5875.03,328554.12,0.41,2,74.83,14,1,7041.36,221694,807375.18,40,stable
172,2707,58,Male,Bhopal,68419.54,32970.63,190644.75,0.77,3,88.06,46,1,20104.88,194441,249165.11,53,stable
173,6791,23,Female,Lucknow,45080.04,25531.75,288555.29,0.49,0,66.71,0,0,5158.74,376045,583163.93,34,stable
174,6535,40,Male,Chennai,66279.24,22997.34,364786.61,0.37,2,32.12,12,1,17218.46,378267,994927.54,11,stable
175,5931,39,Female,Mumbai,106755.27,51935.5,166999.22,0.1,3,80.68,3,0,11971.2,376045,1500000.0,6,stable
176,4510,33,Female,Kolkata,107435.82,54776.59,199527.33,0.71,4,87.3,4,2,15945.44,232423,279261.77,30,stable
177,1202,37,Male,Chennai,68065.33,20395.91,385677.1,0.61,2,77.83,11,0,12889.15,376045,634955.79,30,stable
178,5218,34,Female,Delhi,93239.1,18168.41,391317.94,0.27,4,62.59,3,1,18417.29,408039,1426787.65,49,stable
179,9958,50,Female,Chennai,51449.61,18875.36,72799.4,0.56,1,77.1,3,1,22146.67,62628,129120.37,49,stable
180,5389,42,Male,Mumbai,40769.01,10379.43,221214.33,0.22,2,73.1,0,0,12428.91,370877,995794.54,56,stable
181,3327,63,Female,Pune,85166.3,8898.37,189587.61,0.15,1,61.53,11,1,12191.83,179758,1231960.73,51,stable
182,9004,63,Female,Bhopal,41806.67,17363.48,296477.34,0.05,3,91.06,0,0,9898.14,387916,1500000.0,30,stable
183,3931,49,Male,Bhopal,85520.73,22802.41,270073.81,0.2,2,56.8,0,2,15219.03,65120,1323687.79,17,stable
184,8777,22,Female,Jaipur,32806.09,9281.24,343324.45,0.57,2,100.0,4,2,12977.98,290856,599025.52,12,stable
185,1197,28,Female,Bangalore,68312.09,27078.07,321176.59,0.6,2,65.79,18,1,9671.53,139288,532203.87,2,stable
186,8125,34,Male,Pune,38940.27,20787.44,451577.55,0.34,2,69.6,5,1,20135.01,451850,1326824.02,15,stable
187,2930,54,Male,Bangalore,46218.07,17891.29,417285.98,0.47,3,45.87,0,1,3229.66,451850,893369.32,53,stable
188,7287,33,Female,Ahmedabad,82315.92,38123.29,420588.25,0.27,4,56.69,19,1,21548.8,408039,1500000.0,17,stable
189,9800,30,Male,Kolkata,88280.25,39675.73,178937.29,0.45,2,69.27,1,0,31574.57,157472,396323.02,58,stable
190,5282,28,Female,Hyderabad,46803.55,27235.94,494765.53,0.7,4,79.99,8,0,15160.64,364934,711703.92,31,stable
191,3511,27,Male,Bhopal,83094.23,28973.29,268286.06,0.35,0,76.26,0,1,21638.54,221694,764134.12,23,stable
192,1659,33,Female,Mumbai,52105.62,8683.87,251155.97,0.93,2,70.27,3,4,16724.71,307288,270935.32,2,stable
193,3811,46,Male,Kolkata,61446.5,10235.16,300212.87,0.73,1,68.39,5,1,27215.72,232423,409585.79,6,stable
194,8098,52,Female,Pune,47904.41,14007.22,370132.22,0.56,1,86.52,2,0,17508.2,364934,663668.81,24,stable
195,7546,39,Female,Kolkata,48698.88,4997.73,484924.49,0.7,1,77.88,3,0,11080.1,221694,689205.41,30,stable
196,2986,35,Female,Bhopal,46346.49,25444.71,379225.42,0.13,3,73.89,2,2,18409.28,376045,1500000.0,31,stable
197,9338,22,Male,Delhi,31813.59,11250.15,307869.08,0.4,1,28.1,4,0,16649.68,167968,779378.22,59,stable
198,3911,57,Male,Jaipur,46242.46,13806.66,116313.11,0.36,2,90.84,7,0,23180.18,380700,321801.89,13,stable
199,2734,39,Female,Pune,45721.42,24461.25,366364.24,0.32,2,62.86,18,1,13067.9,482884,1138539.99,41,stable
200,2843,53,Male,Hyderabad,98943.79,50842.39,344050.47,0.04,0,54.72,0,0,13361.49,377650,1500000.0,59,stable
201,9680,59,Male,Hyderabad,78308.92,16661.03,272965.07,0.5,2,60.48,7,3,23123.72,233696,542765.09,54,stable
202,3976,53,Male,Jaipur,51109.32,17865.54,371536.03,1.0,1,88.27,13,3,14596.46,408039,371241.64,54,stable
203,2959,21,Male,Ahmedabad,56093.61,15855.49,238575.79,0.39,1,52.44,7,0,13598.71,55301,604799.64,53,stable
204,6759,59,Male,Bhopal,65722.82,38818.85,227111.39,0.32,2,93.56,0,2,9063.19,257963,710197.92,31,stable
205,7694,48,Male,Hyderabad,59691.42,22322.53,359506.22,0.56,1,68.39,4,1,10756.88,451850,640454.36,30,stable
206,3385,37,Female,Pune,47008.84,23180.93,446860.88,0.5,2,51.0,7,0,3266.54,85184,888691.64,49,stable
207,5736,26,Female,Hyderabad,75510.19,36279.59,161741.91,0.98,2,83.34,6,0,24642.13,473435,165868.95,37,stable
208,2802,64,Male,Jaipur,50938.28,22400.75,278830.22,0.2,3,60.81,2,4,17444.59,138664,1399670.36,8,stable
209,9155,40,Male,Lucknow,72992.24,41664.72,332935.97,0.2,2,38.06,40,3,28757.31,200083,1500000.0,12,stable
210,9120,33,Male,Pune,83821.69,45507.86,240831.49,0.07,1,76.54,4,1,22920.46,138664,1500000.0,11,stable
211,7616,32,Female,Bhopal,65761.14,31593.2,337782.21,0.93,3,37.04,6,0,8874.36,62628,364217.79,2,stable
212,6534,50,Female,Hyderabad,52696.12,19502.69,482577.52,0.3,2,70.97,24,2,19859.33,348270,1500000.0,48,stable
213,5061,41,Male,Chennai,77812.99,34512.24,362693.55,0.63,4,65.02,0,1,17381.6,157472,571880.75,31,stable
214,1262,22,Female,Chennai,81679.97,26181.75,348210.2,1.06,1,83.27,3,1,10928.08,368478,326990.27,24,stable
215,7287,38,Female,Bangalore,92847.56,31495.62,172935.98,0.67,0,73.59,6,0,25049.17,0,256562.15,6,stable
216,9815,48,Female,Hyderabad,90563.25,23324.85,443142.57,0.43,3,91.32,1,1,20037.28,259185,1023595.49,53,stable
